depth,PAR_ADJUSTED
0.0,345.776
5.0,161.1783
10.0,78.0629
15.0,42.493
20.0,23.3213
25.0,13.5755
30.0,7.1112
35.0,4.22
40.0,2.3512
45.0,1.5332
50.0,1.008
55.0,0.6495
60.0,0.4379
65.0,0.3203
70.0,0.2232
75.0,0.1698
80.0,0.1177
85.0,0.0912
90.0,0.0597
95.0,0.0398
100.0,0.0292
105.0,0.0237
110.0,0.0178
115.0,0.0128
120.0,0.0093
125.0,0.008
130.0,0.0064
135.0,0.0057
140.0,0.0051
145.0,0.0035
150.0,0.0032
155.0,0.0028
160.0,0.0031
165.0,0.0023
170.0,0.0022
175.0,0.002
180.0,0.0017
185.0,0.0018
190.0,0.0018
195.0,0.0019
200.0,0.0025
205.0,0.0021
210.0,0.0026
215.0,0.0023
220.0,0.0025
225.0,0.0024
230.0,0.0023
235.0,0.0025
240.0,0.0025
245.0,0.0025
250.0,0.0025
