depth,PAR_ADJUSTED
0.0,152.6424
5.0,72.1793
10.0,30.1049
15.0,17.8529
20.0,8.8025
25.0,5.5193
30.0,2.6642
35.0,1.8487
40.0,0.9408
45.0,0.4811
50.0,0.3107
55.0,0.2104
60.0,0.1263
65.0,0.0755
70.0,0.0618
75.0,0.0443
80.0,0.0302
85.0,0.0204
90.0,0.0165
95.0,0.013
100.0,0.0117
105.0,0.0108
110.0,0.0065
115.0,0.0041
120.0,0.0032
125.0,0.0037
130.0,0.0031
135.0,0.0026
140.0,0.0022
145.0,0.0016
150.0,0.0015
155.0,0.0012
160.0,0.0015
165.0,0.0011
170.0,0.0011
175.0,0.001
180.0,0.0008
185.0,0.0009
190.0,0.0008
195.0,0.0013
200.0,0.0013
205.0,0.0013
210.0,0.0014
215.0,0.001
220.0,0.0014
225.0,0.0015
230.0,0.0015
235.0,0.0015
240.0,0.0013
245.0,0.0016
250.0,0.0009
