depth,PAR_ADJUSTED
0.0,375.8323
5.0,193.2505
10.0,113.1357
15.0,77.8662
20.0,46.916
25.0,35.8557
30.0,25.2277
35.0,17.1365
40.0,11.59
45.0,8.919
50.0,6.14
55.0,4.2544
60.0,3.1354
65.0,2.0119
70.0,1.5698
75.0,1.0136
80.0,0.7657
85.0,0.5372
90.0,0.383
95.0,0.3
100.0,0.1949
105.0,0.1763
110.0,0.1227
115.0,0.1116
120.0,0.0678
125.0,0.0673
130.0,0.0529
135.0,0.0432
140.0,0.0405
145.0,0.031
150.0,0.0256
155.0,0.0238
160.0,0.0184
165.0,0.0176
170.0,0.0125
175.0,0.0102
180.0,0.0095
185.0,0.0076
190.0,0.0081
195.0,0.0073
200.0,0.0061
205.0,0.0054
210.0,0.0048
215.0,0.0038
220.0,0.0042
225.0,0.004
230.0,0.0035
235.0,0.0029
240.0,0.0028
245.0,0.0029
250.0,0.0021
