depth,PAR_ADJUSTED
0.0,258.4401
5.0,140.7959
10.0,80.801
15.0,60.213
20.0,33.5701
25.0,28.5186
30.0,21.0942
35.0,13.9013
40.0,9.3292
45.0,7.3071
50.0,5.2231
55.0,4.058
60.0,2.7085
65.0,1.8972
70.0,1.5617
75.0,0.9912
80.0,0.6674
85.0,0.4887
90.0,0.3347
95.0,0.2732
100.0,0.167
105.0,0.1426
110.0,0.0961
115.0,0.0862
120.0,0.0546
125.0,0.0488
130.0,0.0353
135.0,0.0285
140.0,0.0248
145.0,0.0193
150.0,0.0158
155.0,0.014
160.0,0.011
165.0,0.0122
170.0,0.0082
175.0,0.0067
180.0,0.0062
185.0,0.0052
190.0,0.0057
195.0,0.0053
200.0,0.0061
205.0,0.0055
210.0,0.0045
215.0,0.0036
220.0,0.004
225.0,0.004
230.0,0.0034
235.0,0.0033
240.0,0.0029
245.0,0.0032
250.0,0.0022
