depth,PAR_ADJUSTED
0.0,183.9359
5.0,86.5083
10.0,34.7213
15.0,18.1693
20.0,8.4053
25.0,5.3787
30.0,2.7058
35.0,1.6475
40.0,0.8523
45.0,0.4328
50.0,0.2584
55.0,0.1699
60.0,0.107
65.0,0.05
70.0,0.0504
75.0,0.033
80.0,0.0232
85.0,0.0168
90.0,0.0124
95.0,0.0114
100.0,0.0104
105.0,0.0087
110.0,0.0052
115.0,0.0033
120.0,0.0024
125.0,0.0035
130.0,0.0025
135.0,0.0019
140.0,0.0019
145.0,0.0014
150.0,0.0014
155.0,0.0012
160.0,0.0013
165.0,0.0011
170.0,0.0009
175.0,0.0009
180.0,0.0007
185.0,0.0008
190.0,0.0008
195.0,0.0012
200.0,0.0011
205.0,0.0012
210.0,0.0011
215.0,0.0009
220.0,0.0012
225.0,0.0013
230.0,0.0013
235.0,0.0013
240.0,0.0011
245.0,0.0013
250.0,0.0009
