depth,PAR_ADJUSTED
0.0,562.6352
5.0,300.6798
10.0,186.6242
15.0,124.2315
20.0,86.4759
25.0,60.2765
30.0,42.262
35.0,28.7432
40.0,20.5465
45.0,13.9963
50.0,10.7553
55.0,7.8326
60.0,5.7054
65.0,4.7385
70.0,3.8313
75.0,3.0496
80.0,2.4185
85.0,1.9874
90.0,1.4536
95.0,1.2224
100.0,1.0496
105.0,0.9154
110.0,0.763
115.0,0.6321
120.0,0.5156
125.0,0.4665
130.0,0.3953
135.0,0.3032
140.0,0.2723
145.0,0.2126
150.0,0.1991
155.0,0.1427
160.0,0.1293
165.0,0.128
170.0,0.1047
175.0,0.0813
180.0,0.0714
185.0,0.0675
190.0,0.0557
195.0,0.0521
200.0,0.0406
205.0,0.0376
210.0,0.0329
215.0,0.0298
220.0,0.0292
225.0,0.027
230.0,0.022
235.0,0.0214
240.0,0.0213
245.0,0.0186
250.0,0.0191
