depth,PAR_ADJUSTED
0.0,308.6913
5.0,156.8948
10.0,95.2707
15.0,58.3441
20.0,32.5774
25.0,24.2234
30.0,15.582
35.0,11.8349
40.0,7.4459
45.0,5.1117
50.0,3.0212
55.0,2.2805
60.0,1.6172
65.0,0.8428
70.0,0.6641
75.0,0.4241
80.0,0.2623
85.0,0.1635
90.0,0.1306
95.0,0.0971
100.0,0.0587
105.0,0.0408
110.0,0.0276
115.0,0.024
120.0,0.0131
125.0,0.0121
130.0,0.0085
135.0,0.0055
140.0,0.0051
145.0,0.004
150.0,0.0029
155.0,0.0024
160.0,0.002
165.0,0.0019
170.0,0.0016
175.0,0.0014
180.0,0.0013
185.0,0.0011
190.0,0.0011
195.0,0.0013
200.0,0.0019
205.0,0.0018
210.0,0.002
215.0,0.0015
220.0,0.0017
225.0,0.0018
230.0,0.0019
235.0,0.0015
240.0,0.0019
245.0,0.0018
250.0,0.0015
