depth,PAR_ADJUSTED
0.0,105.4446
5.0,64.3556
10.0,36.8738
15.0,27.5406
20.0,15.3856
25.0,14.0087
30.0,7.9313
35.0,7.4496
40.0,5.2499
45.0,4.109
50.0,2.9472
55.0,2.1546
60.0,1.7395
65.0,1.1104
70.0,0.9469
75.0,0.7534
80.0,0.4833
85.0,0.3146
90.0,0.1993
95.0,0.1653
100.0,0.1176
105.0,0.1049
110.0,0.0721
115.0,0.046
120.0,0.0395
125.0,0.0365
130.0,0.0252
135.0,0.0239
140.0,0.0166
145.0,0.0124
150.0,0.0134
155.0,0.0089
160.0,0.0079
165.0,0.0085
170.0,0.0073
175.0,0.0059
180.0,0.0048
185.0,0.0054
190.0,0.0047
195.0,0.0045
200.0,0.0056
205.0,0.005
210.0,0.0048
215.0,0.0041
220.0,0.0042
225.0,0.0038
230.0,0.0036
235.0,0.0037
240.0,0.0039
245.0,0.0032
250.0,0.0027
