depth,PAR_ADJUSTED
0.0,221.0846
5.0,110.6437
10.0,59.982
15.0,34.6807
20.0,20.393
25.0,12.4728
30.0,7.8514
35.0,4.64
40.0,2.7584
45.0,1.6233
50.0,1.0554
55.0,0.7307
60.0,0.4819
65.0,0.3571
70.0,0.2574
75.0,0.2064
80.0,0.1418
85.0,0.1063
90.0,0.0732
95.0,0.0595
100.0,0.0477
105.0,0.0352
110.0,0.0288
115.0,0.0234
120.0,0.0201
125.0,0.017
130.0,0.0145
135.0,0.0137
140.0,0.0113
145.0,0.0088
150.0,0.0091
155.0,0.0078
160.0,0.0076
165.0,0.0065
170.0,0.0065
175.0,0.0065
180.0,0.0057
185.0,0.0056
190.0,0.0058
195.0,0.0054
200.0,0.0057
205.0,0.0049
210.0,0.0051
215.0,0.005
220.0,0.0047
225.0,0.005
230.0,0.0049
235.0,0.0051
240.0,0.0053
245.0,0.0043
250.0,0.0044
