depth,PAR_ADJUSTED
0.0,190.0914
5.0,93.0062
10.0,47.0039
15.0,31.4045
20.0,16.9778
25.0,11.4205
30.0,6.9607
35.0,4.5818
40.0,2.9886
45.0,1.9
50.0,1.332
55.0,0.9124
60.0,0.6416
65.0,0.4098
70.0,0.3289
75.0,0.2175
80.0,0.1562
85.0,0.1076
90.0,0.0711
95.0,0.0569
100.0,0.0405
105.0,0.0281
110.0,0.0196
115.0,0.0157
120.0,0.0103
125.0,0.0096
130.0,0.0071
135.0,0.0058
140.0,0.0044
145.0,0.0038
150.0,0.0033
155.0,0.0026
160.0,0.0025
165.0,0.0026
170.0,0.0022
175.0,0.0018
180.0,0.0016
185.0,0.0015
190.0,0.0016
195.0,0.0016
200.0,0.002
205.0,0.002
210.0,0.0019
215.0,0.0015
220.0,0.0017
225.0,0.0017
230.0,0.0017
235.0,0.0018
240.0,0.0017
245.0,0.002
250.0,0.0018
