depth,PAR_ADJUSTED
0.0,222.5309
5.0,109.7378
10.0,58.9551
15.0,33.4018
20.0,19.4645
25.0,11.8292
30.0,7.281
35.0,4.2641
40.0,2.5143
45.0,1.4642
50.0,0.9492
55.0,0.647
60.0,0.4256
65.0,0.3145
70.0,0.2291
75.0,0.1774
80.0,0.1227
85.0,0.0928
90.0,0.0649
95.0,0.0528
100.0,0.0419
105.0,0.0312
110.0,0.0253
115.0,0.0204
120.0,0.0176
125.0,0.015
130.0,0.0127
135.0,0.0119
140.0,0.0098
145.0,0.0077
150.0,0.0079
155.0,0.0068
160.0,0.0065
165.0,0.0055
170.0,0.0055
175.0,0.0055
180.0,0.0049
185.0,0.0047
190.0,0.005
195.0,0.0046
200.0,0.0049
205.0,0.0043
210.0,0.0045
215.0,0.0045
220.0,0.0042
225.0,0.0045
230.0,0.0045
235.0,0.0048
240.0,0.0048
245.0,0.004
250.0,0.0041
