depth,PAR_ADJUSTED
0.0,97.9191
5.0,58.7557
10.0,37.706
15.0,27.1891
20.0,18.7867
25.0,14.1576
30.0,11.7883
35.0,8.9695
40.0,6.439
45.0,5.3664
50.0,4.2485
55.0,3.2694
60.0,3.0196
65.0,2.3878
70.0,2.0943
75.0,1.8227
80.0,1.3651
85.0,1.1336
90.0,0.9457
95.0,0.7528
100.0,0.6423
105.0,0.5054
110.0,0.3176
115.0,0.2715
120.0,0.1919
125.0,0.1523
130.0,0.1364
135.0,0.109
140.0,0.0693
145.0,0.0632
150.0,0.0547
155.0,0.0379
160.0,0.0355
165.0,0.0278
170.0,0.022
175.0,0.0245
180.0,0.018
185.0,0.0201
190.0,0.018
195.0,0.016
200.0,0.0177
205.0,0.0161
210.0,0.0139
215.0,0.0143
220.0,0.0107
225.0,0.0097
230.0,0.0115
235.0,0.0095
240.0,0.0108
245.0,0.0116
250.0,0.0099
