depth,PAR_ADJUSTED
0.0,257.6447
5.0,146.2504
10.0,84.6514
15.0,54.7535
20.0,30.9928
25.0,22.9151
30.0,13.206
35.0,10.967
40.0,7.1234
45.0,5.0672
50.0,3.4862
55.0,2.2982
60.0,1.9402
65.0,1.1532
70.0,0.7034
75.0,0.4376
80.0,0.2925
85.0,0.1695
90.0,0.1196
95.0,0.0844
100.0,0.063
105.0,0.0459
110.0,0.0268
115.0,0.0183
120.0,0.0112
125.0,0.0111
130.0,0.0082
135.0,0.005
140.0,0.0047
145.0,0.0031
150.0,0.0027
155.0,0.0024
160.0,0.0021
165.0,0.0019
170.0,0.0018
175.0,0.0017
180.0,0.0012
185.0,0.0013
190.0,0.0014
195.0,0.0028
200.0,0.0029
205.0,0.003
210.0,0.0026
215.0,0.0021
220.0,0.0032
225.0,0.003
230.0,0.0035
235.0,0.0028
240.0,0.0028
245.0,0.003
250.0,0.0014
