depth,PAR_ADJUSTED
0.0,128.5561
5.0,66.4533
10.0,37.2516
15.0,22.9958
20.0,14.4669
25.0,9.6179
30.0,6.0557
35.0,3.9845
40.0,2.8176
45.0,1.9551
50.0,1.3425
55.0,0.8863
60.0,0.6983
65.0,0.4101
70.0,0.3179
75.0,0.2236
80.0,0.1891
85.0,0.1219
90.0,0.0834
95.0,0.064
100.0,0.0503
105.0,0.0361
110.0,0.0261
115.0,0.0204
120.0,0.0122
125.0,0.012
130.0,0.0086
135.0,0.0069
140.0,0.0048
145.0,0.0036
150.0,0.0035
155.0,0.0025
160.0,0.0024
165.0,0.0022
170.0,0.002
175.0,0.0017
180.0,0.0016
185.0,0.0016
190.0,0.0015
195.0,0.0017
200.0,0.002
205.0,0.0016
210.0,0.0019
215.0,0.0015
220.0,0.0017
225.0,0.0018
230.0,0.0018
235.0,0.0019
240.0,0.0018
245.0,0.0019
250.0,0.002
