depth,PAR_ADJUSTED
0.0,537.3934
5.0,272.2597
10.0,162.0777
15.0,104.0568
20.0,66.6447
25.0,44.546
30.0,30.7996
35.0,20.8141
40.0,13.6808
45.0,9.285
50.0,6.4481
55.0,4.7967
60.0,3.3394
65.0,2.4063
70.0,1.8143
75.0,1.3923
80.0,1.1064
85.0,0.7982
90.0,0.6456
95.0,0.4821
100.0,0.407
105.0,0.3249
110.0,0.2609
115.0,0.2056
120.0,0.1621
125.0,0.1408
130.0,0.1179
135.0,0.0927
140.0,0.0896
145.0,0.0656
150.0,0.0621
155.0,0.0506
160.0,0.0446
165.0,0.0353
170.0,0.0333
175.0,0.0248
180.0,0.0241
185.0,0.0218
190.0,0.0185
195.0,0.016
200.0,0.0147
205.0,0.0126
210.0,0.0125
215.0,0.011
220.0,0.0098
225.0,0.0096
230.0,0.0087
235.0,0.0076
240.0,0.0094
245.0,0.0083
250.0,0.0078
