depth,PAR_ADJUSTED
0.0,186.6414
5.0,81.5589
10.0,33.6251
15.0,17.8675
20.0,8.478
25.0,4.8407
30.0,2.4662
35.0,1.3825
40.0,0.7361
45.0,0.3714
50.0,0.2208
55.0,0.1427
60.0,0.0971
65.0,0.0588
70.0,0.0459
75.0,0.0336
80.0,0.0241
85.0,0.0166
90.0,0.0122
95.0,0.0103
100.0,0.0103
105.0,0.0076
110.0,0.0054
115.0,0.0041
120.0,0.003
125.0,0.003
130.0,0.0027
135.0,0.0022
140.0,0.0018
145.0,0.0016
150.0,0.0016
155.0,0.0013
160.0,0.0016
165.0,0.0013
170.0,0.0011
175.0,0.001
180.0,0.001
185.0,0.001
190.0,0.001
195.0,0.0011
200.0,0.0014
205.0,0.0012
210.0,0.0015
215.0,0.0012
220.0,0.0014
225.0,0.0013
230.0,0.0013
235.0,0.0015
240.0,0.0016
245.0,0.0016
250.0,0.0016
