depth,PAR_ADJUSTED
0.0,176.5389
5.0,99.3011
10.0,61.9484
15.0,40.7769
20.0,24.0461
25.0,19.6138
30.0,11.8646
35.0,9.7175
40.0,6.6601
45.0,5.4561
50.0,3.7211
55.0,2.412
60.0,2.1207
65.0,1.2138
70.0,0.9476
75.0,0.5783
80.0,0.4159
85.0,0.2619
90.0,0.1802
95.0,0.1246
100.0,0.0964
105.0,0.0715
110.0,0.0377
115.0,0.0273
120.0,0.0161
125.0,0.0163
130.0,0.0122
135.0,0.0075
140.0,0.0064
145.0,0.0039
150.0,0.0038
155.0,0.0032
160.0,0.0026
165.0,0.0024
170.0,0.0021
175.0,0.0018
180.0,0.0014
185.0,0.0012
190.0,0.0014
195.0,0.002
200.0,0.0022
205.0,0.002
210.0,0.0018
215.0,0.0015
220.0,0.0022
225.0,0.002
230.0,0.0024
235.0,0.0016
240.0,0.0015
245.0,0.0017
250.0,0.0011
