depth,PAR_ADJUSTED
0.0,372.6586
5.0,143.365
10.0,57.2412
15.0,28.4365
20.0,12.9371
25.0,6.4151
30.0,2.9896
35.0,1.4284
40.0,0.6815
45.0,0.3038
50.0,0.1666
55.0,0.0881
60.0,0.0483
65.0,0.0288
70.0,0.0178
75.0,0.0109
80.0,0.0076
85.0,0.0055
90.0,0.0034
95.0,0.0029
100.0,0.0023
105.0,0.0016
110.0,0.0012
115.0,0.0012
120.0,0.0009
125.0,0.0008
130.0,0.0008
135.0,0.0007
140.0,0.0007
145.0,0.0006
150.0,0.0006
155.0,0.0006
160.0,0.0006
165.0,0.0005
170.0,0.0005
175.0,0.0004
180.0,0.0004
185.0,0.0005
190.0,0.0005
195.0,0.0006
200.0,0.0006
205.0,0.0006
210.0,0.0007
215.0,0.0006
220.0,0.0006
225.0,0.0007
230.0,0.0008
235.0,0.0008
240.0,0.0009
245.0,0.001
250.0,0.001
