depth,PAR_ADJUSTED
0.0,190.2381
5.0,103.2806
10.0,60.4244
15.0,38.973
20.0,24.8387
25.0,19.9119
30.0,12.5242
35.0,9.4287
40.0,6.5666
45.0,5.1582
50.0,3.2132
55.0,2.5352
60.0,1.871
65.0,1.1872
70.0,0.8622
75.0,0.6224
80.0,0.4632
85.0,0.2758
90.0,0.2126
95.0,0.1636
100.0,0.1163
105.0,0.0837
110.0,0.057
115.0,0.0465
120.0,0.028
125.0,0.0282
130.0,0.0189
135.0,0.0145
140.0,0.0126
145.0,0.0091
150.0,0.0074
155.0,0.0068
160.0,0.0062
165.0,0.0057
170.0,0.0047
175.0,0.0041
180.0,0.0038
185.0,0.0034
190.0,0.0041
195.0,0.0052
200.0,0.0065
205.0,0.0056
210.0,0.0057
215.0,0.0052
220.0,0.0063
225.0,0.0059
230.0,0.0079
235.0,0.0051
240.0,0.0055
245.0,0.0054
250.0,0.0038
