depth,PAR_ADJUSTED
0.0,104.1559
5.0,67.587
10.0,43.6259
15.0,30.8628
20.0,18.2757
25.0,16.7812
30.0,9.0473
35.0,8.5229
40.0,6.2123
45.0,4.2782
50.0,3.0246
55.0,2.0562
60.0,1.6063
65.0,0.9759
70.0,0.8684
75.0,0.5711
80.0,0.3961
85.0,0.2633
90.0,0.1697
95.0,0.1619
100.0,0.1064
105.0,0.0841
110.0,0.0601
115.0,0.043
120.0,0.0334
125.0,0.0346
130.0,0.0262
135.0,0.0201
140.0,0.0165
145.0,0.0128
150.0,0.0128
155.0,0.0099
160.0,0.0084
165.0,0.0084
170.0,0.0067
175.0,0.0057
180.0,0.0046
185.0,0.0049
190.0,0.0044
195.0,0.0039
200.0,0.0048
205.0,0.0038
210.0,0.0036
215.0,0.003
220.0,0.0031
225.0,0.0029
230.0,0.0024
235.0,0.0023
240.0,0.002
245.0,0.0017
250.0,0.0013
