depth,PAR_ADJUSTED
0.0,221.0313
5.0,123.869
10.0,61.1193
15.0,39.0294
20.0,20.4266
25.0,13.9215
30.0,7.6632
35.0,5.3244
40.0,2.9866
45.0,1.7156
50.0,1.1423
55.0,0.7362
60.0,0.5295
65.0,0.3057
70.0,0.2047
75.0,0.1296
80.0,0.0888
85.0,0.0521
90.0,0.0353
95.0,0.0273
100.0,0.0222
105.0,0.0164
110.0,0.0097
115.0,0.0064
120.0,0.0041
125.0,0.0042
130.0,0.0037
135.0,0.0024
140.0,0.0022
145.0,0.0017
150.0,0.0015
155.0,0.0014
160.0,0.0014
165.0,0.0012
170.0,0.0012
175.0,0.0012
180.0,0.0009
185.0,0.0012
190.0,0.0012
195.0,0.0027
200.0,0.0023
205.0,0.0027
210.0,0.0024
215.0,0.002
220.0,0.0027
225.0,0.0029
230.0,0.0033
235.0,0.0031
240.0,0.0028
245.0,0.0033
250.0,0.0014
