depth,PAR_ADJUSTED
0.0,214.2273
5.0,89.0474
10.0,38.2467
15.0,18.1065
20.0,8.3274
25.0,4.259
30.0,1.944
35.0,1.0001
40.0,0.4869
45.0,0.2347
50.0,0.1245
55.0,0.0723
60.0,0.043
65.0,0.0252
70.0,0.0154
75.0,0.0103
80.0,0.0069
85.0,0.0051
90.0,0.0034
95.0,0.0032
100.0,0.0024
105.0,0.0019
110.0,0.0015
115.0,0.0014
120.0,0.0011
125.0,0.0011
130.0,0.0011
135.0,0.0011
140.0,0.001
145.0,0.001
150.0,0.0011
155.0,0.001
160.0,0.001
165.0,0.001
170.0,0.001
175.0,0.001
180.0,0.001
185.0,0.0009
190.0,0.0011
195.0,0.0011
200.0,0.0012
205.0,0.0013
210.0,0.0011
215.0,0.0011
220.0,0.0012
225.0,0.0013
230.0,0.0013
235.0,0.0014
240.0,0.0015
245.0,0.0015
250.0,0.0014
