depth,PAR_ADJUSTED
0.0,219.4916
5.0,127.7269
10.0,83.7864
15.0,51.99
20.0,34.9638
25.0,23.0594
30.0,15.8731
35.0,10.9535
40.0,7.0292
45.0,5.0069
50.0,3.3571
55.0,2.2023
60.0,1.5265
65.0,1.226
70.0,0.8683
75.0,0.7561
80.0,0.4765
85.0,0.3969
90.0,0.2999
95.0,0.2414
100.0,0.2014
105.0,0.1556
110.0,0.1209
115.0,0.1107
120.0,0.0831
125.0,0.0765
130.0,0.0693
135.0,0.0649
140.0,0.0546
145.0,0.0487
150.0,0.0423
155.0,0.0382
160.0,0.0362
165.0,0.0277
170.0,0.0266
175.0,0.0295
180.0,0.0261
185.0,0.0276
190.0,0.0243
195.0,0.0199
200.0,0.0181
205.0,0.0146
210.0,0.0151
215.0,0.0132
220.0,0.0129
225.0,0.0126
230.0,0.0118
235.0,0.0115
240.0,0.012
245.0,0.0092
250.0,0.0079
