depth,PAR_ADJUSTED
0.0,580.6978
5.0,296.1564
10.0,193.1559
15.0,130.7154
20.0,92.912
25.0,65.9121
30.0,46.3391
35.0,30.61
40.0,22.3461
45.0,16.7167
50.0,11.2738
55.0,7.4527
60.0,5.9301
65.0,3.762
70.0,2.9212
75.0,2.167
80.0,1.6317
85.0,1.3376
90.0,0.8256
95.0,0.7406
100.0,0.558
105.0,0.4564
110.0,0.3887
115.0,0.3327
120.0,0.2688
125.0,0.2469
130.0,0.2097
135.0,0.1788
140.0,0.1602
145.0,0.129
150.0,0.1255
155.0,0.1068
160.0,0.1065
165.0,0.0853
170.0,0.0769
175.0,0.0583
180.0,0.0578
185.0,0.0499
190.0,0.0487
195.0,0.0485
200.0,0.0451
205.0,0.0382
210.0,0.0427
215.0,0.0308
220.0,0.0315
225.0,0.0279
230.0,0.0224
235.0,0.0187
240.0,0.0198
245.0,0.0174
250.0,0.0149
