depth,PAR_ADJUSTED
0.0,160.3792
5.0,73.2019
10.0,29.3463
15.0,13.828
20.0,6.3181
25.0,3.4912
30.0,1.6075
35.0,0.9585
40.0,0.4353
45.0,0.2542
50.0,0.1477
55.0,0.0926
60.0,0.0577
65.0,0.0325
70.0,0.0228
75.0,0.0152
80.0,0.0105
85.0,0.007
90.0,0.0045
95.0,0.0037
100.0,0.0028
105.0,0.002
110.0,0.0017
115.0,0.0013
120.0,0.001
125.0,0.0009
130.0,0.0007
135.0,0.0008
140.0,0.0006
145.0,0.0005
150.0,0.0005
155.0,0.0004
160.0,0.0005
165.0,0.0004
170.0,0.0005
175.0,0.0004
180.0,0.0004
185.0,0.0005
190.0,0.0005
195.0,0.0006
200.0,0.0007
205.0,0.0007
210.0,0.0008
215.0,0.0007
220.0,0.0008
225.0,0.0009
230.0,0.0009
235.0,0.001
240.0,0.0011
245.0,0.0011
250.0,0.0011
