depth,PAR_ADJUSTED
0.0,312.4327
5.0,132.6935
10.0,67.4038
15.0,36.7495
20.0,19.1835
25.0,11.045
30.0,6.0703
35.0,3.5795
40.0,2.0448
45.0,1.1801
50.0,0.7082
55.0,0.49
60.0,0.3171
65.0,0.1959
70.0,0.1411
75.0,0.0982
80.0,0.071
85.0,0.0469
90.0,0.0321
95.0,0.0262
100.0,0.0197
105.0,0.0144
110.0,0.0102
115.0,0.009
120.0,0.0058
125.0,0.0054
130.0,0.0042
135.0,0.0035
140.0,0.0031
145.0,0.0025
150.0,0.0022
155.0,0.0019
160.0,0.0018
165.0,0.0016
170.0,0.0016
175.0,0.0013
180.0,0.0013
185.0,0.0012
190.0,0.0012
195.0,0.0013
200.0,0.0016
205.0,0.0016
210.0,0.0017
215.0,0.0015
220.0,0.0016
225.0,0.0017
230.0,0.0017
235.0,0.0016
240.0,0.0018
245.0,0.0021
250.0,0.002
