depth,PAR_ADJUSTED
0.0,145.6844
5.0,71.2241
10.0,31.1198
15.0,19.3709
20.0,10.2957
25.0,6.253
30.0,3.7663
35.0,2.41
40.0,1.3157
45.0,0.7676
50.0,0.5248
55.0,0.3612
60.0,0.2723
65.0,0.1849
70.0,0.1492
75.0,0.1172
80.0,0.0886
85.0,0.059
90.0,0.0468
95.0,0.0316
100.0,0.0253
105.0,0.0221
110.0,0.0181
115.0,0.0106
120.0,0.0075
125.0,0.0067
130.0,0.006
135.0,0.0053
140.0,0.0037
145.0,0.0026
150.0,0.0024
155.0,0.0016
160.0,0.002
165.0,0.0015
170.0,0.0014
175.0,0.0012
180.0,0.001
185.0,0.0011
190.0,0.0009
195.0,0.0013
200.0,0.0016
205.0,0.0014
210.0,0.0018
215.0,0.0012
220.0,0.0018
225.0,0.0018
230.0,0.0017
235.0,0.0018
240.0,0.0017
245.0,0.0016
250.0,0.0014
