depth,PAR_ADJUSTED
0.0,270.6689
5.0,120.0526
10.0,47.1398
15.0,25.1491
20.0,11.8283
25.0,6.6434
30.0,3.3011
35.0,1.8262
40.0,0.9157
45.0,0.5805
50.0,0.3534
55.0,0.2526
60.0,0.1617
65.0,0.1008
70.0,0.0744
75.0,0.0616
80.0,0.0435
85.0,0.0347
90.0,0.022
95.0,0.0187
100.0,0.0137
105.0,0.0118
110.0,0.0093
115.0,0.0068
120.0,0.0055
125.0,0.0054
130.0,0.0043
135.0,0.0042
140.0,0.0042
145.0,0.0029
150.0,0.0028
155.0,0.0026
160.0,0.0029
165.0,0.0023
170.0,0.0024
175.0,0.0019
180.0,0.0022
185.0,0.0025
190.0,0.0026
195.0,0.003
200.0,0.0037
205.0,0.0036
210.0,0.0042
215.0,0.0042
220.0,0.0049
225.0,0.0047
230.0,0.0054
235.0,0.0053
240.0,0.0046
245.0,0.0053
250.0,0.0044
