depth,PAR_ADJUSTED
0.0,403.4838
5.0,205.5313
10.0,110.6764
15.0,73.8707
20.0,41.7351
25.0,30.5559
30.0,20.3338
35.0,12.7495
40.0,8.4496
45.0,5.9643
50.0,4.1508
55.0,2.9281
60.0,1.9585
65.0,1.3361
70.0,0.9823
75.0,0.6591
80.0,0.4476
85.0,0.332
90.0,0.2253
95.0,0.1792
100.0,0.1133
105.0,0.0814
110.0,0.0577
115.0,0.0555
120.0,0.0343
125.0,0.0321
130.0,0.0242
135.0,0.0188
140.0,0.0173
145.0,0.0138
150.0,0.0111
155.0,0.0098
160.0,0.008
165.0,0.0088
170.0,0.0066
175.0,0.0055
180.0,0.005
185.0,0.0043
190.0,0.0048
195.0,0.0042
200.0,0.005
205.0,0.0047
210.0,0.0038
215.0,0.0032
220.0,0.0034
225.0,0.0033
230.0,0.0031
235.0,0.0032
240.0,0.0027
245.0,0.0027
250.0,0.0024
