depth,PAR_ADJUSTED
0.0,269.366
5.0,105.1629
10.0,38.5759
15.0,17.3817
20.0,7.3213
25.0,3.8578
30.0,1.8141
35.0,0.8331
40.0,0.3893
45.0,0.1905
50.0,0.1076
55.0,0.0628
60.0,0.0359
65.0,0.0207
70.0,0.0147
75.0,0.0104
80.0,0.0074
85.0,0.0057
90.0,0.0041
95.0,0.0037
100.0,0.003
105.0,0.0026
110.0,0.002
115.0,0.0017
120.0,0.0013
125.0,0.0014
130.0,0.0014
135.0,0.0014
140.0,0.0014
145.0,0.0011
150.0,0.0012
155.0,0.0012
160.0,0.0012
165.0,0.001
170.0,0.0009
175.0,0.0008
180.0,0.0007
185.0,0.0009
190.0,0.0008
195.0,0.001
200.0,0.0008
205.0,0.0009
210.0,0.0008
215.0,0.0007
220.0,0.0008
225.0,0.0009
230.0,0.0009
235.0,0.0011
240.0,0.0009
245.0,0.0011
250.0,0.001
