depth,PAR_ADJUSTED
0.0,121.2452
5.0,65.6738
10.0,38.1658
15.0,23.357
20.0,13.241
25.0,9.2595
30.0,6.0415
35.0,4.1253
40.0,2.3634
45.0,1.6105
50.0,1.0321
55.0,0.7031
60.0,0.5158
65.0,0.3146
70.0,0.2546
75.0,0.176
80.0,0.1128
85.0,0.0864
90.0,0.0605
95.0,0.0491
100.0,0.0357
105.0,0.0254
110.0,0.0179
115.0,0.0148
120.0,0.0115
125.0,0.0106
130.0,0.0082
135.0,0.0072
140.0,0.0059
145.0,0.0049
150.0,0.0045
155.0,0.0035
160.0,0.004
165.0,0.0031
170.0,0.0033
175.0,0.0031
180.0,0.0026
185.0,0.0033
190.0,0.0032
195.0,0.0031
200.0,0.0034
205.0,0.0039
210.0,0.0034
215.0,0.003
220.0,0.0034
225.0,0.0034
230.0,0.0032
235.0,0.0036
240.0,0.0032
245.0,0.003
250.0,0.0026
