depth,PAR_ADJUSTED
0.0,138.1262
5.0,78.0305
10.0,42.9374
15.0,26.858
20.0,13.9972
25.0,10.9991
30.0,5.9699
35.0,5.0588
40.0,3.0171
45.0,1.8177
50.0,1.2787
55.0,0.7569
60.0,0.5555
65.0,0.3244
70.0,0.2652
75.0,0.164
80.0,0.1093
85.0,0.073
90.0,0.0496
95.0,0.0436
100.0,0.03
105.0,0.0227
110.0,0.0163
115.0,0.0113
120.0,0.0089
125.0,0.009
130.0,0.0072
135.0,0.0058
140.0,0.0047
145.0,0.0037
150.0,0.0035
155.0,0.0028
160.0,0.0028
165.0,0.0027
170.0,0.0026
175.0,0.0021
180.0,0.0015
185.0,0.0019
190.0,0.0019
195.0,0.002
200.0,0.0024
205.0,0.0024
210.0,0.0024
215.0,0.0018
220.0,0.0022
225.0,0.0022
230.0,0.0019
235.0,0.0018
240.0,0.0017
245.0,0.0015
250.0,0.0012
