depth,PAR_ADJUSTED
0.0,760.1857
5.0,316.1587
10.0,138.9565
15.0,70.601
20.0,34.5688
25.0,16.7731
30.0,8.1588
35.0,3.9829
40.0,2.0011
45.0,0.8952
50.0,0.4883
55.0,0.2699
60.0,0.1427
65.0,0.0806
70.0,0.0455
75.0,0.0268
80.0,0.0176
85.0,0.0115
90.0,0.0076
95.0,0.006
100.0,0.0043
105.0,0.003
110.0,0.0022
115.0,0.0021
120.0,0.0017
125.0,0.0014
130.0,0.0013
135.0,0.0012
140.0,0.0012
145.0,0.0011
150.0,0.001
155.0,0.001
160.0,0.001
165.0,0.0009
170.0,0.0009
175.0,0.0008
180.0,0.0008
185.0,0.0008
190.0,0.0009
195.0,0.0009
200.0,0.001
205.0,0.0009
210.0,0.001
215.0,0.0008
220.0,0.0009
225.0,0.0011
230.0,0.0012
235.0,0.0011
240.0,0.0013
245.0,0.0014
250.0,0.0015
