depth,PAR_ADJUSTED
0.0,289.2553
5.0,109.4271
10.0,41.924
15.0,18.4692
20.0,8.0182
25.0,3.6875
30.0,1.669
35.0,0.7462
40.0,0.3352
45.0,0.1463
50.0,0.0798
55.0,0.0449
60.0,0.0241
65.0,0.0154
70.0,0.0099
75.0,0.0067
80.0,0.0045
85.0,0.0033
90.0,0.0025
95.0,0.002
100.0,0.0018
105.0,0.0012
110.0,0.001
115.0,0.0009
120.0,0.0007
125.0,0.0007
130.0,0.0007
135.0,0.0007
140.0,0.0005
145.0,0.0005
150.0,0.0005
155.0,0.0005
160.0,0.0005
165.0,0.0004
170.0,0.0004
175.0,0.0004
180.0,0.0004
185.0,0.0004
190.0,0.0005
195.0,0.0004
200.0,0.0005
205.0,0.0005
210.0,0.0005
215.0,0.0005
220.0,0.0005
225.0,0.0006
230.0,0.0007
235.0,0.0007
240.0,0.0008
245.0,0.0009
250.0,0.0009
