depth,PAR_ADJUSTED
0.0,791.927
5.0,413.9556
10.0,233.8547
15.0,129.4494
20.0,88.2311
25.0,50.9378
30.0,32.87
35.0,19.3524
40.0,11.6191
45.0,7.4144
50.0,4.6732
55.0,2.7571
60.0,1.8206
65.0,1.2532
70.0,0.7934
75.0,0.6354
80.0,0.4455
85.0,0.3192
90.0,0.2133
95.0,0.1742
100.0,0.1315
105.0,0.0964
110.0,0.0838
115.0,0.063
120.0,0.0538
125.0,0.0454
130.0,0.0376
135.0,0.0309
140.0,0.0259
145.0,0.0211
150.0,0.0187
155.0,0.0153
160.0,0.0146
165.0,0.0119
170.0,0.0117
175.0,0.0089
180.0,0.0081
185.0,0.0083
190.0,0.0082
195.0,0.0068
200.0,0.0064
205.0,0.0058
210.0,0.0071
215.0,0.005
220.0,0.0062
225.0,0.0054
230.0,0.0042
235.0,0.0042
240.0,0.0047
245.0,0.0041
250.0,0.0037
