depth,PAR_ADJUSTED
0.0,391.4422
5.0,187.4867
10.0,97.3094
15.0,55.5903
20.0,28.7175
25.0,18.4806
30.0,10.1919
35.0,6.499
40.0,3.5736
45.0,2.239
50.0,1.3694
55.0,0.8969
60.0,0.5957
65.0,0.3384
70.0,0.2124
75.0,0.1405
80.0,0.0949
85.0,0.0585
90.0,0.04
95.0,0.0309
100.0,0.0213
105.0,0.0167
110.0,0.0108
115.0,0.009
120.0,0.0057
125.0,0.0052
130.0,0.0039
135.0,0.0028
140.0,0.0027
145.0,0.002
150.0,0.0017
155.0,0.0016
160.0,0.0014
165.0,0.0012
170.0,0.001
175.0,0.0007
180.0,0.0007
185.0,0.0006
190.0,0.0007
195.0,0.0007
200.0,0.0008
205.0,0.0008
210.0,0.0008
215.0,0.0007
220.0,0.0007
225.0,0.0008
230.0,0.0008
235.0,0.0006
240.0,0.0007
245.0,0.0008
250.0,0.0007
