depth,PAR_ADJUSTED
0.0,149.0735
5.0,56.398
10.0,18.8818
15.0,7.6765
20.0,3.2975
25.0,1.5482
30.0,0.5946
35.0,0.3207
40.0,0.1442
45.0,0.0689
50.0,0.0405
55.0,0.023
60.0,0.0159
65.0,0.0099
70.0,0.0078
75.0,0.0059
80.0,0.0047
85.0,0.0038
90.0,0.0026
95.0,0.0026
100.0,0.0025
105.0,0.002
110.0,0.0018
115.0,0.0016
120.0,0.0014
125.0,0.0013
130.0,0.0013
135.0,0.0013
140.0,0.0012
145.0,0.0011
150.0,0.0011
155.0,0.0009
160.0,0.001
165.0,0.001
170.0,0.0009
175.0,0.0009
180.0,0.0008
185.0,0.0011
190.0,0.0011
195.0,0.0011
200.0,0.001
205.0,0.0012
210.0,0.0011
215.0,0.001
220.0,0.0014
225.0,0.0016
230.0,0.0015
235.0,0.0019
240.0,0.0017
245.0,0.0018
250.0,0.0019
