depth,PAR_ADJUSTED
0.0,99.0859
5.0,49.1498
10.0,22.7911
15.0,12.8808
20.0,6.6843
25.0,4.3094
30.0,2.2504
35.0,1.5708
40.0,0.8431
45.0,0.5445
50.0,0.3433
55.0,0.2135
60.0,0.1562
65.0,0.1044
70.0,0.076
75.0,0.0588
80.0,0.0451
85.0,0.0275
90.0,0.0194
95.0,0.0162
100.0,0.0125
105.0,0.0103
110.0,0.0073
115.0,0.0058
120.0,0.0043
125.0,0.004
130.0,0.0032
135.0,0.003
140.0,0.0022
145.0,0.002
150.0,0.0017
155.0,0.0014
160.0,0.0013
165.0,0.0014
170.0,0.0013
175.0,0.0012
180.0,0.0009
185.0,0.0013
190.0,0.0012
195.0,0.0013
200.0,0.0015
205.0,0.0016
210.0,0.0016
215.0,0.0013
220.0,0.0017
225.0,0.0018
230.0,0.0015
235.0,0.0018
240.0,0.0018
245.0,0.0018
250.0,0.0016
