depth,PAR_ADJUSTED
0.0,197.2158
5.0,110.052
10.0,74.4081
15.0,48.677
20.0,33.1259
25.0,21.7094
30.0,15.0245
35.0,10.6322
40.0,7.0846
45.0,5.0204
50.0,3.5527
55.0,2.3752
60.0,1.5722
65.0,1.2166
70.0,0.8162
75.0,0.6752
80.0,0.4477
85.0,0.3289
90.0,0.2525
95.0,0.1975
100.0,0.1506
105.0,0.1156
110.0,0.0914
115.0,0.0802
120.0,0.0595
125.0,0.051
130.0,0.0467
135.0,0.0395
140.0,0.0313
145.0,0.0297
150.0,0.0262
155.0,0.0226
160.0,0.0195
165.0,0.017
170.0,0.0153
175.0,0.0157
180.0,0.0135
185.0,0.0121
190.0,0.0108
195.0,0.0099
200.0,0.01
205.0,0.0072
210.0,0.007
215.0,0.0063
220.0,0.0059
225.0,0.006
230.0,0.0055
235.0,0.0051
240.0,0.0054
245.0,0.0046
250.0,0.0039
