depth,PAR_ADJUSTED
0.0,137.7131
5.0,77.4477
10.0,40.2208
15.0,24.7822
20.0,13.2544
25.0,9.6959
30.0,5.664
35.0,4.3234
40.0,2.3611
45.0,1.5306
50.0,1.0318
55.0,0.6511
60.0,0.4513
65.0,0.2631
70.0,0.2169
75.0,0.1295
80.0,0.088
85.0,0.0598
90.0,0.0424
95.0,0.0364
100.0,0.0248
105.0,0.0194
110.0,0.0142
115.0,0.0102
120.0,0.0082
125.0,0.0083
130.0,0.0061
135.0,0.0056
140.0,0.0044
145.0,0.0037
150.0,0.0034
155.0,0.0027
160.0,0.0031
165.0,0.0028
170.0,0.0028
175.0,0.0023
180.0,0.0017
185.0,0.0023
190.0,0.0025
195.0,0.003
200.0,0.0034
205.0,0.004
210.0,0.0038
215.0,0.003
220.0,0.0041
225.0,0.004
230.0,0.0036
235.0,0.0036
240.0,0.0033
245.0,0.0034
250.0,0.0024
