depth,PAR_ADJUSTED
0.0,657.0831
5.0,342.0326
10.0,228.8315
15.0,148.4109
20.0,100.5247
25.0,69.6033
30.0,47.9851
35.0,30.2942
40.0,22.62
45.0,17.2124
50.0,11.4134
55.0,7.1759
60.0,5.4934
65.0,3.7569
70.0,2.714
75.0,1.8595
80.0,1.4185
85.0,1.1037
90.0,0.6619
95.0,0.5315
100.0,0.3972
105.0,0.2847
110.0,0.2285
115.0,0.1915
120.0,0.1503
125.0,0.1337
130.0,0.1076
135.0,0.0896
140.0,0.0834
145.0,0.0625
150.0,0.0601
155.0,0.0524
160.0,0.0453
165.0,0.0365
170.0,0.0328
175.0,0.0254
180.0,0.0234
185.0,0.021
190.0,0.0208
195.0,0.0186
200.0,0.0151
205.0,0.0113
210.0,0.0125
215.0,0.01
220.0,0.0102
225.0,0.0086
230.0,0.0076
235.0,0.0062
240.0,0.0063
245.0,0.0055
250.0,0.0049
