depth,PAR_ADJUSTED
0.0,455.3744
5.0,187.674
10.0,79.5214
15.0,38.3484
20.0,19.18
25.0,9.163
30.0,4.5983
35.0,2.2703
40.0,1.1139
45.0,0.5348
50.0,0.2915
55.0,0.1744
60.0,0.0994
65.0,0.0651
70.0,0.0421
75.0,0.0288
80.0,0.0199
85.0,0.0157
90.0,0.0118
95.0,0.0097
100.0,0.0077
105.0,0.0061
110.0,0.005
115.0,0.0046
120.0,0.0039
125.0,0.0034
130.0,0.0035
135.0,0.0036
140.0,0.0032
145.0,0.0029
150.0,0.0029
155.0,0.0027
160.0,0.0027
165.0,0.0022
170.0,0.0023
175.0,0.0021
180.0,0.002
185.0,0.0017
190.0,0.002
195.0,0.0017
200.0,0.0017
205.0,0.0015
210.0,0.0014
215.0,0.0014
220.0,0.0014
225.0,0.0016
230.0,0.0016
235.0,0.0017
240.0,0.0021
245.0,0.002
250.0,0.0019
