depth,PAR_ADJUSTED
0.0,169.7434
5.0,74.9625
10.0,29.3224
15.0,15.2813
20.0,6.9518
25.0,3.9357
30.0,2.1777
35.0,1.1833
40.0,0.6336
45.0,0.3351
50.0,0.1929
55.0,0.1249
60.0,0.1011
65.0,0.0523
70.0,0.0496
75.0,0.0368
80.0,0.0259
85.0,0.0194
90.0,0.0161
95.0,0.0122
100.0,0.0125
105.0,0.0095
110.0,0.0064
115.0,0.0045
120.0,0.0032
125.0,0.0038
130.0,0.0033
135.0,0.0026
140.0,0.0022
145.0,0.0018
150.0,0.0018
155.0,0.0014
160.0,0.0016
165.0,0.0013
170.0,0.0011
175.0,0.001
180.0,0.0011
185.0,0.0012
190.0,0.0011
195.0,0.0012
200.0,0.0014
205.0,0.0012
210.0,0.0015
215.0,0.0012
220.0,0.0015
225.0,0.0015
230.0,0.0014
235.0,0.0018
240.0,0.0016
245.0,0.0017
250.0,0.0016
