depth,PAR_ADJUSTED
0.0,100.3617
5.0,60.962
10.0,40.9959
15.0,28.1747
20.0,18.5315
25.0,13.6856
30.0,9.2547
35.0,7.096
40.0,4.9261
45.0,3.9347
50.0,2.6152
55.0,1.8107
60.0,1.333
65.0,1.0595
70.0,0.8643
75.0,0.6613
80.0,0.4787
85.0,0.3684
90.0,0.2694
95.0,0.2401
100.0,0.1957
105.0,0.1474
110.0,0.1212
115.0,0.1024
120.0,0.0771
125.0,0.0728
130.0,0.06
135.0,0.0658
140.0,0.0508
145.0,0.046
150.0,0.0422
155.0,0.036
160.0,0.0419
165.0,0.0355
170.0,0.0312
175.0,0.0337
180.0,0.0269
185.0,0.0328
190.0,0.0343
195.0,0.0291
200.0,0.038
205.0,0.0353
210.0,0.032
215.0,0.0254
220.0,0.0264
225.0,0.0283
230.0,0.0205
235.0,0.0205
240.0,0.0197
245.0,0.0175
250.0,0.0144
