depth,PAR_ADJUSTED
0.0,166.5276
5.0,80.2324
10.0,33.0352
15.0,16.5176
20.0,7.6588
25.0,4.5928
30.0,2.153
35.0,1.4083
40.0,0.6756
45.0,0.3843
50.0,0.2266
55.0,0.1441
60.0,0.0951
65.0,0.0539
70.0,0.0386
75.0,0.0255
80.0,0.018
85.0,0.0109
90.0,0.0073
95.0,0.0059
100.0,0.0044
105.0,0.0032
110.0,0.0026
115.0,0.0019
120.0,0.0014
125.0,0.0013
130.0,0.001
135.0,0.001
140.0,0.0007
145.0,0.0006
150.0,0.0006
155.0,0.0004
160.0,0.0005
165.0,0.0004
170.0,0.0005
175.0,0.0004
180.0,0.0003
185.0,0.0005
190.0,0.0004
195.0,0.0006
200.0,0.0006
205.0,0.0006
210.0,0.0008
215.0,0.0006
220.0,0.0008
225.0,0.0008
230.0,0.0007
235.0,0.0008
240.0,0.0009
245.0,0.0009
250.0,0.0009
