depth,PAR_ADJUSTED
0.0,931.0454
5.0,448.1553
10.0,251.8123
15.0,144.9245
20.0,92.0551
25.0,56.1035
30.0,34.9926
35.0,20.6881
40.0,13.4196
45.0,8.548
50.0,5.3527
55.0,3.148
60.0,2.0915
65.0,1.3635
70.0,0.9072
75.0,0.6289
80.0,0.4178
85.0,0.3073
90.0,0.1933
95.0,0.1539
100.0,0.11
105.0,0.079
110.0,0.065
115.0,0.054
120.0,0.0446
125.0,0.0364
130.0,0.0323
135.0,0.0265
140.0,0.0244
145.0,0.0217
150.0,0.0218
155.0,0.0183
160.0,0.0179
165.0,0.0157
170.0,0.0148
175.0,0.0125
180.0,0.0123
185.0,0.0118
190.0,0.0121
195.0,0.0117
200.0,0.0119
205.0,0.0099
210.0,0.0117
215.0,0.0089
220.0,0.0098
225.0,0.0098
230.0,0.0087
235.0,0.0077
240.0,0.009
245.0,0.0079
250.0,0.0078
