depth,PAR_ADJUSTED
0.0,242.7924
5.0,118.1383
10.0,60.9146
15.0,40.4066
20.0,22.3949
25.0,15.1479
30.0,9.8266
35.0,6.3736
40.0,3.9859
45.0,2.5873
50.0,1.8391
55.0,1.2664
60.0,0.8756
65.0,0.5679
70.0,0.4476
75.0,0.2985
80.0,0.2075
85.0,0.1478
90.0,0.0988
95.0,0.0765
100.0,0.052
105.0,0.0378
110.0,0.0267
115.0,0.0222
120.0,0.014
125.0,0.0133
130.0,0.0102
135.0,0.0085
140.0,0.007
145.0,0.0056
150.0,0.0048
155.0,0.0039
160.0,0.0037
165.0,0.0038
170.0,0.003
175.0,0.0024
180.0,0.0022
185.0,0.0022
190.0,0.0023
195.0,0.0023
200.0,0.0026
205.0,0.0025
210.0,0.0023
215.0,0.0018
220.0,0.0021
225.0,0.002
230.0,0.002
235.0,0.002
240.0,0.0019
245.0,0.0021
250.0,0.0018
