depth,PAR_ADJUSTED
0.0,213.5996
5.0,124.6022
10.0,82.1007
15.0,51.1983
20.0,34.7244
25.0,22.9102
30.0,15.9739
35.0,11.0389
40.0,7.1261
45.0,5.0848
50.0,3.4763
55.0,2.315
60.0,1.6371
65.0,1.3207
70.0,0.9441
75.0,0.8278
80.0,0.5361
85.0,0.4518
90.0,0.3421
95.0,0.2787
100.0,0.2344
105.0,0.1837
110.0,0.1431
115.0,0.1321
120.0,0.1002
125.0,0.0926
130.0,0.0847
135.0,0.0799
140.0,0.0674
145.0,0.0602
150.0,0.0526
155.0,0.0481
160.0,0.046
165.0,0.0349
170.0,0.0334
175.0,0.0369
180.0,0.0328
185.0,0.0349
190.0,0.0305
195.0,0.0252
200.0,0.0225
205.0,0.0183
210.0,0.0186
215.0,0.0164
220.0,0.0161
225.0,0.0155
230.0,0.0146
235.0,0.0139
240.0,0.0145
245.0,0.0113
250.0,0.0094
