depth,PAR_ADJUSTED
0.0,240.9064
5.0,99.6126
10.0,43.7682
15.0,20.8389
20.0,9.8139
25.0,5.0462
30.0,2.3676
35.0,1.2276
40.0,0.6081
45.0,0.2946
50.0,0.1578
55.0,0.092
60.0,0.055
65.0,0.0333
70.0,0.0203
75.0,0.0136
80.0,0.0091
85.0,0.0068
90.0,0.0047
95.0,0.0042
100.0,0.0032
105.0,0.0025
110.0,0.0019
115.0,0.0018
120.0,0.0015
125.0,0.0014
130.0,0.0015
135.0,0.0014
140.0,0.0013
145.0,0.0012
150.0,0.0013
155.0,0.0012
160.0,0.0012
165.0,0.0012
170.0,0.0012
175.0,0.0012
180.0,0.0011
185.0,0.001
190.0,0.0013
195.0,0.0012
200.0,0.0014
205.0,0.0013
210.0,0.0012
215.0,0.0011
220.0,0.0012
225.0,0.0013
230.0,0.0014
235.0,0.0015
240.0,0.0016
245.0,0.0016
250.0,0.0015
