depth,PAR_ADJUSTED
0.0,202.9498
5.0,82.8932
10.0,29.4447
15.0,14.5268
20.0,6.1976
25.0,3.3443
30.0,1.8595
35.0,0.9634
40.0,0.485
45.0,0.2725
50.0,0.1628
55.0,0.1078
60.0,0.0893
65.0,0.0423
70.0,0.0442
75.0,0.0387
80.0,0.0272
85.0,0.0216
90.0,0.0182
95.0,0.0137
100.0,0.0134
105.0,0.012
110.0,0.0092
115.0,0.0059
120.0,0.0047
125.0,0.0059
130.0,0.0047
135.0,0.0041
140.0,0.0038
145.0,0.0029
150.0,0.0031
155.0,0.0023
160.0,0.0026
165.0,0.0021
170.0,0.0019
175.0,0.0017
180.0,0.0018
185.0,0.002
190.0,0.0019
195.0,0.0023
200.0,0.0019
205.0,0.002
210.0,0.0021
215.0,0.0019
220.0,0.0023
225.0,0.0024
230.0,0.0022
235.0,0.0027
240.0,0.0023
245.0,0.0029
250.0,0.0022
