depth,ED490_ADJUSTED
0.0,0.12693
5.0,0.08604
10.0,0.06185
15.0,0.04584
20.0,0.0307
25.0,0.02218
30.0,0.01545
35.0,0.01091
40.0,0.0086
45.0,0.00611
50.0,0.00445
55.0,0.0035
60.0,0.00261
65.0,0.00202
70.0,0.00168
75.0,0.00132
80.0,0.00107
85.0,0.00078
90.0,0.00057
95.0,0.00052
100.0,0.00039
105.0,0.00032
110.0,0.00027
115.0,0.00022
120.0,0.00017
125.0,0.00015
130.0,0.00012
135.0,0.0001
140.0,8e-05
145.0,7e-05
150.0,5e-05
155.0,4e-05
160.0,3e-05
165.0,3e-05
170.0,2e-05
175.0,2e-05
180.0,2e-05
185.0,2e-05
190.0,1e-05
195.0,1e-05
200.0,1e-05
205.0,1e-05
210.0,1e-05
215.0,1e-05
220.0,1e-05
225.0,1e-05
230.0,1e-05
235.0,1e-05
240.0,1e-05
245.0,1e-05
250.0,1e-05
