depth,ED490_ADJUSTED
0.0,0.45535
5.0,0.35287
10.0,0.25613
15.0,0.18981
20.0,0.14121
25.0,0.09932
30.0,0.07351
35.0,0.04887
40.0,0.03544
45.0,0.02559
50.0,0.01913
55.0,0.0147
60.0,0.0107
65.0,0.00833
70.0,0.00636
75.0,0.00523
80.0,0.00422
85.0,0.00345
90.0,0.00263
95.0,0.00206
100.0,0.00159
105.0,0.00135
110.0,0.00108
115.0,0.00095
120.0,0.00073
125.0,0.00062
130.0,0.00049
135.0,0.00043
140.0,0.00035
145.0,0.0003
150.0,0.00024
155.0,0.0002
160.0,0.00018
165.0,0.00015
170.0,0.00013
175.0,0.00011
180.0,9e-05
185.0,7e-05
190.0,6e-05
195.0,5e-05
200.0,5e-05
205.0,4e-05
210.0,3e-05
215.0,3e-05
220.0,2e-05
225.0,2e-05
230.0,2e-05
235.0,2e-05
240.0,2e-05
245.0,1e-05
250.0,1e-05
