depth,ED490_ADJUSTED
0.0,0.78967
5.0,0.59305
10.0,0.40522
15.0,0.2772
20.0,0.19625
25.0,0.12836
30.0,0.0905
35.0,0.06312
40.0,0.04293
45.0,0.03196
50.0,0.0229
55.0,0.01729
60.0,0.01298
65.0,0.00903
70.0,0.00672
75.0,0.00525
80.0,0.00399
85.0,0.00314
90.0,0.00245
95.0,0.00193
100.0,0.00154
105.0,0.00118
110.0,0.00103
115.0,0.00085
120.0,0.0007
125.0,0.00059
130.0,0.00049
135.0,0.00042
140.0,0.00037
145.0,0.00033
150.0,0.00027
155.0,0.00022
160.0,0.0002
165.0,0.00018
170.0,0.00015
175.0,0.00013
180.0,0.00011
185.0,9e-05
190.0,8e-05
195.0,7e-05
200.0,7e-05
205.0,6e-05
210.0,5e-05
215.0,4e-05
220.0,4e-05
225.0,3e-05
230.0,3e-05
235.0,3e-05
240.0,2e-05
245.0,2e-05
250.0,2e-05
