depth,ED490_ADJUSTED
0.0,0.08342
5.0,0.06548
10.0,0.04759
15.0,0.03446
20.0,0.02747
25.0,0.01907
30.0,0.01512
35.0,0.01048
40.0,0.00738
45.0,0.00538
50.0,0.00437
55.0,0.0031
60.0,0.00235
65.0,0.00191
70.0,0.00152
75.0,0.00101
80.0,0.00094
85.0,0.00069
90.0,0.00059
95.0,0.00046
100.0,0.00034
105.0,0.00028
110.0,0.00021
115.0,0.00019
120.0,0.00014
125.0,0.00012
130.0,9e-05
135.0,8e-05
140.0,6e-05
145.0,5e-05
150.0,3e-05
155.0,3e-05
160.0,2e-05
165.0,2e-05
170.0,2e-05
175.0,1e-05
180.0,1e-05
185.0,1e-05
190.0,1e-05
195.0,1e-05
200.0,1e-05
205.0,1e-05
210.0,0.0
215.0,0.0
220.0,0.0
225.0,0.0
230.0,0.0
235.0,0.0
240.0,0.0
245.0,0.0
250.0,0.0
