depth,ED490_ADJUSTED
0.0,0.20623
5.0,0.16155
10.0,0.11815
15.0,0.0885
20.0,0.06715
25.0,0.0492
30.0,0.03515
35.0,0.02522
40.0,0.01847
45.0,0.0144
50.0,0.01095
55.0,0.00792
60.0,0.00659
65.0,0.00541
70.0,0.00413
75.0,0.0035
80.0,0.00267
85.0,0.00206
90.0,0.00178
95.0,0.00139
100.0,0.00114
105.0,0.00093
110.0,0.00075
115.0,0.00067
120.0,0.00054
125.0,0.00044
130.0,0.00038
135.0,0.00033
140.0,0.00028
145.0,0.00021
150.0,0.00019
155.0,0.00017
160.0,0.00014
165.0,0.00011
170.0,0.0001
175.0,9e-05
180.0,8e-05
185.0,6e-05
190.0,6e-05
195.0,4e-05
200.0,4e-05
205.0,3e-05
210.0,3e-05
215.0,2e-05
220.0,2e-05
225.0,2e-05
230.0,2e-05
235.0,2e-05
240.0,2e-05
245.0,1e-05
250.0,1e-05
