depth,ED490_ADJUSTED
0.0,0.19046
5.0,0.15188
10.0,0.09708
15.0,0.07428
20.0,0.05547
25.0,0.03823
30.0,0.02582
35.0,0.01905
40.0,0.01441
45.0,0.01222
50.0,0.0096
55.0,0.00619
60.0,0.00479
65.0,0.00401
70.0,0.00314
75.0,0.00262
80.0,0.00223
85.0,0.00162
90.0,0.00115
95.0,0.00092
100.0,0.00082
105.0,0.00063
110.0,0.00048
115.0,0.00045
120.0,0.00033
125.0,0.0003
130.0,0.00025
135.0,0.00021
140.0,0.00018
145.0,0.00013
150.0,0.00013
155.0,0.00011
160.0,9e-05
165.0,8e-05
170.0,7e-05
175.0,6e-05
180.0,4e-05
185.0,4e-05
190.0,4e-05
195.0,3e-05
200.0,3e-05
205.0,2e-05
210.0,3e-05
215.0,2e-05
220.0,2e-05
225.0,2e-05
230.0,2e-05
235.0,1e-05
240.0,1e-05
245.0,1e-05
250.0,1e-05
