depth,ED490_ADJUSTED
0.0,0.22985
5.0,0.13437
10.0,0.07441
15.0,0.0414
20.0,0.02474
25.0,0.01398
30.0,0.00789
35.0,0.00546
40.0,0.00333
45.0,0.0024
50.0,0.00163
55.0,0.00122
60.0,0.00089
65.0,0.00069
70.0,0.00057
75.0,0.00042
80.0,0.00034
85.0,0.00028
90.0,0.00023
95.0,0.0002
100.0,0.00017
105.0,0.00012
110.0,0.0001
115.0,0.0001
120.0,7e-05
125.0,7e-05
130.0,5e-05
135.0,5e-05
140.0,4e-05
145.0,3e-05
150.0,3e-05
155.0,2e-05
160.0,2e-05
165.0,2e-05
170.0,2e-05
175.0,1e-05
180.0,1e-05
185.0,1e-05
190.0,1e-05
195.0,1e-05
200.0,1e-05
205.0,1e-05
210.0,1e-05
215.0,1e-05
220.0,0.0
225.0,0.0
230.0,0.0
235.0,0.0
240.0,0.0
245.0,0.0
250.0,0.0
