depth,ED490_ADJUSTED
0.0,0.11017
5.0,0.09127
10.0,0.06374
15.0,0.047
20.0,0.03784
25.0,0.02883
30.0,0.02511
35.0,0.01772
40.0,0.01309
45.0,0.0103
50.0,0.00935
55.0,0.00649
60.0,0.0053
65.0,0.00468
70.0,0.00381
75.0,0.00261
80.0,0.00259
85.0,0.00163
90.0,0.00149
95.0,0.00131
100.0,0.00117
105.0,0.00086
110.0,0.00068
115.0,0.0006
120.0,0.00052
125.0,0.00052
130.0,0.00029
135.0,0.00034
140.0,0.00033
145.0,0.00021
150.0,0.00016
155.0,0.00017
160.0,0.0001
165.0,0.00015
170.0,0.00011
175.0,8e-05
180.0,7e-05
185.0,6e-05
190.0,4e-05
195.0,5e-05
200.0,6e-05
205.0,5e-05
210.0,4e-05
215.0,3e-05
220.0,3e-05
225.0,2e-05
230.0,2e-05
235.0,2e-05
240.0,2e-05
245.0,2e-05
250.0,1e-05
