depth,ED490_ADJUSTED
0.0,0.5765
5.0,0.43221
10.0,0.30415
15.0,0.21032
20.0,0.13864
25.0,0.10247
30.0,0.06638
35.0,0.04304
40.0,0.02797
45.0,0.02
50.0,0.01341
55.0,0.00958
60.0,0.00674
65.0,0.00483
70.0,0.00357
75.0,0.00286
80.0,0.0022
85.0,0.00164
90.0,0.00139
95.0,0.00112
100.0,0.00086
105.0,0.0007
110.0,0.00059
115.0,0.00054
120.0,0.00043
125.0,0.00033
130.0,0.0003
135.0,0.00027
140.0,0.00023
145.0,0.00019
150.0,0.00016
155.0,0.00014
160.0,0.00012
165.0,0.0001
170.0,9e-05
175.0,7e-05
180.0,7e-05
185.0,6e-05
190.0,5e-05
195.0,4e-05
200.0,4e-05
205.0,3e-05
210.0,3e-05
215.0,3e-05
220.0,2e-05
225.0,2e-05
230.0,2e-05
235.0,2e-05
240.0,2e-05
245.0,1e-05
250.0,1e-05
