depth,ED490_ADJUSTED
0.0,0.39504
5.0,0.31988
10.0,0.23823
15.0,0.1872
20.0,0.15341
25.0,0.10805
30.0,0.08552
35.0,0.06758
40.0,0.04716
45.0,0.03902
50.0,0.02848
55.0,0.02004
60.0,0.01775
65.0,0.01414
70.0,0.01115
75.0,0.00855
80.0,0.00744
85.0,0.00507
90.0,0.00446
95.0,0.00356
100.0,0.00277
105.0,0.00244
110.0,0.00214
115.0,0.00171
120.0,0.00136
125.0,0.0012
130.0,0.00099
135.0,0.0008
140.0,0.00072
145.0,0.00056
150.0,0.00049
155.0,0.00039
160.0,0.00034
165.0,0.00031
170.0,0.00026
175.0,0.00024
180.0,0.00019
185.0,0.00017
190.0,0.00015
195.0,0.00013
200.0,0.00012
205.0,0.00012
210.0,0.0001
215.0,9e-05
220.0,8e-05
225.0,7e-05
230.0,6e-05
235.0,6e-05
240.0,5e-05
245.0,5e-05
250.0,4e-05
