depth,ED490_ADJUSTED
0.0,0.46903
5.0,0.39118
10.0,0.30248
15.0,0.25107
20.0,0.21228
25.0,0.16156
30.0,0.13693
35.0,0.11095
40.0,0.08154
45.0,0.06791
50.0,0.05092
55.0,0.03607
60.0,0.03149
65.0,0.02652
70.0,0.02151
75.0,0.01674
80.0,0.01403
85.0,0.00957
90.0,0.00939
95.0,0.00707
100.0,0.00564
105.0,0.00508
110.0,0.00469
115.0,0.00357
120.0,0.00279
125.0,0.00252
130.0,0.00201
135.0,0.00154
140.0,0.00144
145.0,0.00111
150.0,0.00099
155.0,0.00072
160.0,0.00066
165.0,0.0006
170.0,0.00051
175.0,0.00047
180.0,0.00037
185.0,0.00034
190.0,0.00028
195.0,0.00024
200.0,0.00024
205.0,0.00023
210.0,0.0002
215.0,0.00017
220.0,0.00015
225.0,0.00012
230.0,0.0001
235.0,0.0001
240.0,9e-05
245.0,8e-05
250.0,7e-05
