sat_datetime,sat_latitude,sat_longitude,sat_pixel_valid,sat_rrs413,sat_rrs442,sat_rrs490,sat_rrs555,sat_rrs670,sat_par,sat_kd490
2025-01-25 07:37:39+00:00,-50.40506,70.967964,0,,,,,,,
2025-01-25 09:15:57+00:00,-50.403625,70.9436,9,0.005630571860820055,0.004722858313471079,0.00465914374217391,0.00392771465703845,0.001060572569258511,[51.76622],0.11487499624490738
