depth,ED412_ADJUSTED
0.0,0.22649
5.0,0.16582
10.0,0.10264
15.0,0.06979
20.0,0.04538
25.0,0.03035
30.0,0.01802
35.0,0.01114
40.0,0.00738
45.0,0.00437
50.0,0.00332
55.0,0.00235
60.0,0.00151
65.0,0.00116
70.0,0.00084
75.0,0.0006
80.0,0.00042
85.0,0.00031
90.0,0.00025
95.0,0.00019
100.0,0.00014
105.0,0.00011
110.0,8e-05
115.0,8e-05
120.0,6e-05
125.0,5e-05
130.0,4e-05
135.0,3e-05
140.0,3e-05
145.0,3e-05
150.0,3e-05
155.0,2e-05
160.0,2e-05
165.0,2e-05
170.0,2e-05
175.0,2e-05
180.0,1e-05
185.0,1e-05
190.0,1e-05
195.0,1e-05
200.0,1e-05
205.0,1e-05
210.0,1e-05
215.0,1e-05
220.0,1e-05
225.0,1e-05
230.0,1e-05
235.0,1e-05
240.0,1e-05
245.0,1e-05
250.0,1e-05
